customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-11328,Female,1,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.97,4383.49,0
CUST-11329,Male,1,No,Yes,12,Yes,No,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,30.94,378.69,1
CUST-11330,Male,0,Yes,Yes,51,No,Yes,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,43.47,2187.99,0
CUST-11331,Female,1,No,No,13,Yes,No,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Mailed check,63.21,830.6,1
CUST-11332,Male,0,No,No,50,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),51.25,2547.76,0
CUST-11333,Female,0,Yes,No,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),72.58,3013.04,0
CUST-11334,Female,1,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.31,2695.07,1
CUST-11335,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),85.77,4384.0,0
CUST-11336,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),92.21,4718.13,0
CUST-11337,Male,0,No,No,14,No,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,74.03,1023.73,0
CUST-11338,Female,0,Yes,No,27,No,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.75,3225.85,0
CUST-11339,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.99,2820.68,0
CUST-11340,Female,0,No,No,11,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,56.41,643.23,1
CUST-11341,Male,0,No,No,26,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),33.72,852.53,1
CUST-11342,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,72.49,237.02,1
CUST-11343,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),85.96,2762.34,0
CUST-11344,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.45,1135.53,1
CUST-11345,Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,104.42,1663.34,1
CUST-11346,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),118.75,6924.21,1
CUST-11347,Female,1,No,No,10,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,86.29,964.71,1
CUST-11348,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,103.01,829.06,0
CUST-11349,Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.54,2412.09,1
CUST-11350,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),118.75,111.94,0
CUST-11351,Male,0,No,No,63,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.38,3936.84,0
CUST-11352,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,89.09,6353.59,0
CUST-11353,Female,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,88.84,5083.8,0
CUST-11354,Male,1,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),46.55,2664.9,0
CUST-11355,Male,0,No,No,7,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.56,471.57,1
CUST-11356,Male,1,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,85.16,3370.3,1
CUST-11357,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),118.75,674.3,1
CUST-11358,Male,0,No,No,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,63.79,1283.89,1
CUST-11359,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),85.69,3041.82,0
CUST-11360,Male,0,No,Yes,49,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.5,4109.15,1
CUST-11361,Male,0,No,No,20,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,81.54,1670.6,1
CUST-11362,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,73.55,1296.9,1
CUST-11363,Male,1,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,66.25,3971.6,0
CUST-11364,Female,0,Yes,No,16,Yes,No,No,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,50.68,848.45,0
CUST-11365,Male,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),93.27,3224.04,1
CUST-11366,Male,0,No,No,20,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,94.47,1939.49,0
CUST-11367,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),83.22,5180.97,0
CUST-11368,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),102.26,4052.5,0
CUST-11369,Female,0,No,Yes,7,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,97.43,728.91,1
CUST-11370,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,90.74,825.6,0
CUST-11371,Male,0,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),63.24,4398.13,0
CUST-11372,Male,0,Yes,No,68,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,49.78,3268.15,0
CUST-11373,Male,0,Yes,No,55,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),35.94,1878.98,0
CUST-11374,Female,0,No,No,5,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,73.53,318.29,1
CUST-11375,Female,0,No,No,53,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),104.3,5594.8,1
CUST-11376,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.09,3075.45,1
CUST-11377,Female,0,Yes,No,68,No,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,94.86,6472.86,0
CUST-11378,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,19.51,657.51,0
CUST-11379,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,One year,No,Mailed check,88.32,2986.22,0
CUST-11380,Female,0,No,No,46,No,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),42.13,1971.25,0
CUST-11381,Male,0,No,No,10,Yes,No,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,18.25,173.64,0
CUST-11382,Male,0,Yes,No,54,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),55.83,3003.57,0
CUST-11383,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),79.26,2878.93,0
CUST-11384,Male,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.91,1244.91,1
CUST-11385,Male,1,Yes,No,59,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,90.19,5330.08,0
CUST-11386,Female,0,No,Yes,19,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.67,936.13,1
CUST-11387,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.4,5206.14,0
CUST-11388,Female,0,Yes,No,19,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),95.89,1766.34,1
CUST-11389,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,No,Mailed check,71.01,2452.27,0
CUST-11390,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.58,3124.18,1
CUST-11391,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),118.75,6318.0,1
CUST-11392,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.82,1277.35,1
CUST-11393,Female,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),101.1,1772.7,0
CUST-11394,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,62.77,910.17,1
CUST-11395,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),118.75,1947.43,1
CUST-11396,Female,0,Yes,No,33,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),60.0,2029.18,0
CUST-11397,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,89.22,3690.65,0
CUST-11398,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,18.25,1103.46,0
CUST-11399,Male,0,No,No,30,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,Yes,Mailed check,62.74,1796.37,0
CUST-11400,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,90.91,2505.9,0
CUST-11401,Male,0,Yes,Yes,11,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.05,905.83,1
CUST-11402,Male,0,No,No,7,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.72,643.85,1
CUST-11403,Male,0,No,No,55,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.82,4399.8,0
CUST-11404,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.52,4665.27,1
CUST-11405,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),110.63,4198.24,0
CUST-11406,Male,1,No,No,32,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.99,1478.89,0
CUST-11407,Female,0,No,No,37,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.47,3930.89,1
CUST-11408,Male,1,No,No,61,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,68.17,4225.93,0
CUST-11409,Male,0,Yes,No,13,No,Yes,No,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.93,489.91,1
CUST-11410,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,69.01,2508.32,0
CUST-11411,Female,0,Yes,No,17,No,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,84.58,1448.37,0
CUST-11412,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,93.19,711.16,1
CUST-11413,Female,0,No,No,50,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),107.4,5443.69,0
CUST-11414,Female,0,Yes,No,51,Yes,No,No,No,No internet service,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),19.63,950.3,0
CUST-11415,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,111.55,6800.56,1
CUST-11416,Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.66,90.0,1
CUST-11417,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.76,892.5,1
CUST-11418,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),110.52,4530.56,1
CUST-11419,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.2,5939.29,0
CUST-11420,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,64.79,4433.02,1
CUST-11421,Female,0,Yes,No,57,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),53.72,3088.98,0
CUST-11422,Female,0,Yes,No,66,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),24.72,1566.38,0
CUST-11423,Female,0,Yes,No,59,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,63.85,3739.34,0
CUST-11424,Male,0,No,No,23,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,61.86,1446.41,1
CUST-11425,Female,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.87,1774.3,1
CUST-11426,Female,0,Yes,No,46,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),27.82,1283.06,0
CUST-11427,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),56.14,1466.38,0
CUST-11428,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,47.39,2998.97,0
CUST-11429,Female,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.4,4691.51,1
CUST-11430,Male,0,Yes,No,37,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.0,2002.41,1
CUST-11431,Male,1,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,One year,No,Credit card (automatic),75.23,2775.25,0
CUST-11432,Male,0,Yes,No,57,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),89.77,5079.09,0
CUST-11433,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),74.75,1300.21,1
CUST-11434,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,80.52,1195.69,1
CUST-11435,Male,0,No,No,29,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.87,2312.96,1
CUST-11436,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Electronic check,79.3,712.0,0
CUST-11437,Female,0,No,No,33,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,84.24,2722.97,1
CUST-11438,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),78.13,2376.33,1
CUST-11439,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),65.38,2435.61,0
CUST-11440,Female,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,No,Mailed check,95.3,3168.0,0
CUST-11441,Female,0,Yes,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,96.5,6318.66,0
CUST-11442,Female,1,No,Yes,20,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.29,1102.76,0
CUST-11443,Male,1,No,No,30,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),49.53,1520.86,0
CUST-11444,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.06,4833.43,0
CUST-11445,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),99.54,1955.46,1
CUST-11446,Female,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.47,4646.06,1
CUST-11447,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.08,4276.27,1
CUST-11448,Female,0,Yes,Yes,27,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),56.67,1534.43,0
CUST-11449,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),107.26,1851.58,1
CUST-11450,Male,1,Yes,No,13,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,66.4,878.77,1
CUST-11451,Male,1,No,No,0,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Electronic check,36.86,0.0,0
CUST-11452,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.54,2238.76,1
CUST-11453,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),111.34,6920.56,0
CUST-11454,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),71.25,1246.01,1
CUST-11455,Male,0,No,No,69,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),93.97,6541.69,0
CUST-11456,Female,0,No,No,69,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),28.18,1956.55,0
CUST-11457,Male,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.66,4090.98,0
CUST-11458,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.35,5711.01,0
CUST-11459,Female,0,No,No,29,No,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.2,1627.54,0
CUST-11460,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Mailed check,61.47,4308.11,0
CUST-11461,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),99.9,3916.73,1
CUST-11462,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,80.66,413.86,1
CUST-11463,Male,1,No,Yes,60,No,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),113.4,6849.83,0
CUST-11464,Female,0,Yes,No,69,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,103.46,7067.73,0
CUST-11465,Male,0,No,No,64,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,101.01,6437.65,1
CUST-11466,Female,0,Yes,No,30,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,49.15,1467.32,1
CUST-11467,Male,0,Yes,No,7,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,87.5,569.04,0
CUST-11468,Female,1,Yes,No,42,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.12,1427.82,1
CUST-11469,Male,0,Yes,Yes,63,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),84.49,5324.31,0
CUST-11470,Female,1,Yes,No,61,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,One year,Yes,Mailed check,73.89,4451.23,0
CUST-11471,Female,0,No,No,45,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),104.75,4651.95,0
CUST-11472,Male,0,No,Yes,57,Yes,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),29.01,1653.51,0
CUST-11473,Male,0,No,No,2,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,84.4,201.96,1
CUST-11474,Female,0,Yes,No,45,No,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,90.76,4089.13,1
CUST-11475,Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,74.47,651.5,0
CUST-11476,Male,0,No,No,54,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.75,3541.0,0
CUST-11477,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.77,270.3,0
CUST-11478,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,107.44,4685.48,0
CUST-11479,Male,1,No,No,69,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),100.85,6975.36,0
CUST-11480,Male,0,No,No,8,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,82.41,726.41,1
CUST-11481,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),60.12,1935.35,0
CUST-11482,Male,0,No,No,2,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.82,150.25,1
CUST-11483,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.2,3569.13,0
CUST-11484,Male,1,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,84.02,5666.29,1
CUST-11485,Female,0,No,No,0,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.92,0.0,1
CUST-11486,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,61.4,2371.22,0
CUST-11487,Male,0,Yes,No,57,Yes,Yes,No,Yes,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,65.87,3657.87,0
CUST-11488,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),44.75,37.42,0
CUST-11489,Female,0,No,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.18,3125.27,1
CUST-11490,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.62,808.33,1
CUST-11491,Male,1,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Electronic check,93.52,6183.23,0
CUST-11492,Male,1,No,No,37,No,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),41.1,1624.34,0
CUST-11493,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,88.0,3311.71,1
CUST-11494,Male,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),61.04,4397.08,0
CUST-11495,Male,0,No,Yes,57,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.76,2568.19,1
CUST-11496,Female,0,Yes,No,22,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.27,2029.34,0
CUST-11497,Female,0,No,No,45,No,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,65.06,2951.28,1
CUST-11498,Male,1,No,No,21,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,59.55,1243.71,0
CUST-11499,Female,0,No,Yes,37,Yes,No,No,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,56.25,2080.59,1
CUST-11500,Female,0,Yes,No,59,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.4,2997.62,0
CUST-11501,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),113.87,7805.38,1
CUST-11502,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,118.75,8178.54,0
CUST-11503,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.35,2322.29,0
